occurrenceID,verbatimLocality,verbatimSex,weight,decimalLongitude,decimalLatitude,species_ID,day,month,year,name
71,3,F,22.0,-109.0812079999964,31.938896000000387,,19,8,1977,
72,7,F,35.0,-109.0828159999964,31.938113000000413,2439521.0,19,8,1977,Dipodomys merriami
73,2,M,,-109.08197499999642,31.93888700000037,,19,8,1977,
74,3,F,,-109.0812079999964,31.938896000000387,2439531.0,19,8,1977,Dipodomys spectabilis
75,8,M,7.0,-109.0816799999964,31.9378840000004,2439566.0,19,8,1977,Perognathus flavus
76,8,F,22.0,-109.0816799999964,31.9378840000004,2439521.0,19,8,1977,Dipodomys merriami
77,9,F,,-109.08090299999638,31.93785900000039,2439531.0,19,8,1977,Dipodomys spectabilis
78,4,,,-109.0804089999964,31.93889400000041,2437300.0,19,8,1977,Spermophilus spilosoma
79,1,M,9.0,-109.0828289999964,31.938851000000387,2439566.0,19,8,1977,Perognathus flavus
80,7,F,42.0,-109.0828159999964,31.938113000000413,2439521.0,19,8,1977,Dipodomys merriami
81,1,M,,-109.0828289999964,31.938851000000387,2439531.0,19,8,1977,Dipodomys spectabilis
82,4,F,8.0,-109.0804089999964,31.93889400000041,2439566.0,19,8,1977,Perognathus flavus
